Source,Target,Weight
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,0.93335938116
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Kentucky wants '40-0' items pulled,0.961582834449
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',ABC News Exclusive: Secretary of State John Kerry,0.971761325638
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',How to Profit From a Stronger Dollar,0.912693632694
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Tony Romo has broken rib, too,0.970070207772
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Rise of the Machines: Most Artificially Intelligent Computers Can Pass CAPTCHA,0.964446340589
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Inside the Accused Killer Banker's Hong Kong Apartment,0.97688714886
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',BlackBerry Passport Wants to Make It Hip to Be Square,0.888998556992
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump’s Foes Fear Indiana Primary Could Be Decisive Blow,0.982354573437
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',What to Watch For in the Indiana Primaries,0.966700160906
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump Doesn’t Need Indiana Anymore,0.970040584164
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Cruz and Trump, as Clock Ticks Down, Hustle for Crucial Indiana Win,0.965745057906
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Experts Warn of Backlash in Donald Trump’s China Trade Policies,0.904774510782
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',The Most Important Primary Is ... Wait, Indiana?,0.932796310496
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump Tones It Down,0.900967767884
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Cruz, Trump Appeal to Indiana's Die-Hard Basketball Fans,0.920302666854
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Ted Cruz-Donald Trump fight boils over in Indiana,0.945364553894
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Cruz: Trump 'is a pathological liar',0.957134413186
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Trump ups the ante in Indiana,0.933973444573
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Poll: Trump way ahead of Cruz in Indiana,0.959860863187
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Trump: 'We can't continue to allow China to rape our country',0.970768058848
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Carrier workers, seen in viral video, have hard time believing in candidates,0.901913598261
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Despite sweep, Trump may not get all Pennsylvania delegates,0.947586309157
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Lou Holtz endorses Donald Trump for President ,0.958170742483
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Graham: Trump would lead to 'another 9/11',0.948166636749
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Ted Cruz's Indiana plan: Throw everything at the wall and see what sticks,0.933715384877
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump's Lead Continues to Grow Nationally: Poll,0.95952276199
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump in Indiana Says China Is 'Raping' America,0.937989688552
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump Says He's 'Wasting Time' on Republican Rivals,0.894222062819
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Trump: 'If We Win In Indiana, It's Over',0.940604893741
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Cruz Calls Trump 'Serial Philanderer' and 'Pathological Liar' in Blistering Attack,0.942177462569
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump Steamrolls On Despite Negative Ad Blitz,0.926306110948
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Pennsylvania Could be Key for Trump to Stop a Contested Convention ,0.940022559172
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',The Lid: Eyes on Indiana,0.891170437954
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',First Read: Stopping Trump and Clinton Just Got Harder,0.944144671788
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',The Lid: Trump Effect Beginning to Show in Down-Ballot Races ,0.961177491513
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',HUFFPOLLSTER: Ted Cruz Probably Can't Defeat Donald Trump In Indiana,0.917948598069
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Trump, Indiana and the Tragedy of Great Trade War Politics,nan
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Anti-Trump Forces Still Have Reason For Hope After Fresh Drubbing,0.944493440329
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',HUFFPOLLSTER: Indiana’s GOP Primary Will Be A Battle Between Demographics And Economics,0.942217547733
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Bobby Knight: Trump Will Be One Of The Best Presidents In History,0.948580620392
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',HUFFPOLLSTER: Trump And Clinton Expected To Win In New York,0.888221984432
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump Tweet Becomes Fodder For The Weirdest Fake Holiday Inn Express Ads Ever,0.980697282577
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Sports Legend Lou Holtz Endorses Donald Trump,0.96403702281
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',A Trump Retrospective,nan
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Protesters, Trump Supporters Clash Once Again,0.951597510925
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',What to watch for in the Indiana primaries,0.958029384883
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',For Donald Trump and Ted Cruz, it's all about Indiana ... isn't it?,0.964492802966
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Poll: Donald Trump, Hillary Clinton lead in Pennsylvania, Indiana,0.948062563187
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Ted Cruz looks to Indiana to stop Donald Trump,0.959420966398
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Trump: Cruz's dad "was with" Lee Harvey Oswald,0.946924073144
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Donald Trump seizes on Heidi Cruz's slip-up,0.971006331236
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Ted Cruz slams Donald Trump for touting "rapist" Mike Tyson's endorsement,0.926477410884
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Lindsey Graham: Donald Trump presidency will "lead to another 9/11",0.966976757217
5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',Washington Post editorial board calls on GOP to reject Trump as nominee,0.941579376216
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,5 Things to Know About Jyoti Amge: World's Smallest Woman on 'American Horror Story',0.93335938116
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Kentucky wants '40-0' items pulled,0.895816374983
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,ABC News Exclusive: Secretary of State John Kerry,0.981620669291
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,How to Profit From a Stronger Dollar,0.976999835815
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Tony Romo has broken rib, too,0.896106634023
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Rise of the Machines: Most Artificially Intelligent Computers Can Pass CAPTCHA,0.953719324367
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Inside the Accused Killer Banker's Hong Kong Apartment,0.954034806406
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,BlackBerry Passport Wants to Make It Hip to Be Square,0.900430145344
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump’s Foes Fear Indiana Primary Could Be Decisive Blow,0.899737232377
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,What to Watch For in the Indiana Primaries,0.969189740763
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump Doesn’t Need Indiana Anymore,0.97291765716
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Cruz and Trump, as Clock Ticks Down, Hustle for Crucial Indiana Win,0.930447038364
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Experts Warn of Backlash in Donald Trump’s China Trade Policies,0.913269571809
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,The Most Important Primary Is ... Wait, Indiana?,0.98118710869
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump Tones It Down,0.969920630005
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Cruz, Trump Appeal to Indiana's Die-Hard Basketball Fans,0.904150407639
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Ted Cruz-Donald Trump fight boils over in Indiana,0.907807804751
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Cruz: Trump 'is a pathological liar',0.925001734315
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Trump ups the ante in Indiana,0.92837695553
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Poll: Trump way ahead of Cruz in Indiana,0.993301326524
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Trump: 'We can't continue to allow China to rape our country',0.948776678671
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Carrier workers, seen in viral video, have hard time believing in candidates,0.812399433445
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Despite sweep, Trump may not get all Pennsylvania delegates,0.912684910482
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Lou Holtz endorses Donald Trump for President ,0.929417047887
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Graham: Trump would lead to 'another 9/11',0.899769580822
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Ted Cruz's Indiana plan: Throw everything at the wall and see what sticks,0.931328616887
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump's Lead Continues to Grow Nationally: Poll,0.976890454396
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump in Indiana Says China Is 'Raping' America,0.984476989486
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump Says He's 'Wasting Time' on Republican Rivals,0.885256199574
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Trump: 'If We Win In Indiana, It's Over',0.920702146687
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Cruz Calls Trump 'Serial Philanderer' and 'Pathological Liar' in Blistering Attack,0.931822125879
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Donald Trump Steamrolls On Despite Negative Ad Blitz,0.958387256517
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Pennsylvania Could be Key for Trump to Stop a Contested Convention ,0.96924379648
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,The Lid: Eyes on Indiana,0.919048627683
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,First Read: Stopping Trump and Clinton Just Got Harder,0.928189994679
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,The Lid: Trump Effect Beginning to Show in Down-Ballot Races ,0.954058381501
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,HUFFPOLLSTER: Ted Cruz Probably Can't Defeat Donald Trump In Indiana,0.966622684021
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Trump, Indiana and the Tragedy of Great Trade War Politics,nan
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Anti-Trump Forces Still Have Reason For Hope After Fresh Drubbing,0.943229287809
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,HUFFPOLLSTER: Indiana’s GOP Primary Will Be A Battle Between Demographics And Economics,0.968659919319
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,Bobby Knight: Trump Will Be One Of The Best Presidents In History,0.911929872956
Madison Bumgarner Talks About the Awkward Chevy Guy, Missing Truck,HUFFPOLLSTER: Trump And Clinton Expected To Win In New York,0.953859686192
