Source,Target,Weight
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.93335938116
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  1. ...,  0.  0.  0.],0.961582834449
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.971761325638
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  6.  1. ...,  0.  0.  0.],0.912693632694
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.970070207772
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.964446340589
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.97688714886
[ 6.  3.  1. ...,  0.  0.  0.],[ 2.  1.  0. ...,  0.  0.  0.],0.888998556992
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.982354573437
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  1. ...,  0.  0.  0.],0.966700160906
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  1. ...,  0.  0.  0.],0.970040584164
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.965745057906
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  2. ...,  0.  0.  0.],0.904774510782
[ 6.  3.  1. ...,  0.  0.  0.],[  3.  10.   1. ...,   0.   0.   0.],0.932796310496
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  1.  1. ...,  0.  0.  0.],0.900967767884
[ 6.  3.  1. ...,  0.  0.  0.],[ 2.  3.  0. ...,  0.  0.  0.],0.920302666854
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.945364553894
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.957134413186
[ 6.  3.  1. ...,  0.  0.  0.],[ 2.  0.  1. ...,  0.  0.  0.],0.933973444573
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.959860863187
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.970768058848
[ 6.  3.  1. ...,  0.  0.  0.],[ 3.  5.  0. ...,  0.  0.  0.],0.901913598261
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.947586309157
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.958170742483
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  3.  0. ...,  0.  0.  0.],0.948166636749
[ 6.  3.  1. ...,  0.  0.  0.],[ 3.  4.  0. ...,  0.  0.  0.],0.933715384877
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.95952276199
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.937989688552
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.894222062819
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  1. ...,  0.  0.  0.],0.940604893741
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.942177462569
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.926306110948
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  4.  0. ...,  0.  0.  0.],0.940022559172
[ 6.  3.  1. ...,  0.  0.  0.],[ 2.  0.  1. ...,  0.  0.  0.],0.891170437954
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.944144671788
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.961177491513
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.917948598069
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],nan
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  2.  0. ...,  0.  0.  0.],0.944493440329
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  4.  1. ...,  0.  0.  0.],0.942217547733
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.948580620392
[ 6.  3.  1. ...,  0.  0.  0.],[ 2.  0.  2. ...,  0.  0.  0.],0.888221984432
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  1. ...,  0.  0.  0.],0.980697282577
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.96403702281
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],nan
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.951597510925
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.958029384883
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.964492802966
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  2.  1. ...,  0.  0.  0.],0.948062563187
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.959420966398
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.946924073144
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.971006331236
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  1.  0. ...,  0.  0.  0.],0.926477410884
[ 6.  3.  1. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.966976757217
[ 6.  3.  1. ...,  0.  0.  0.],[ 1.  0.  0. ...,  1.  1.  1.],0.941579376216
[ 0.  0.  0. ...,  0.  0.  0.],[ 6.  3.  1. ...,  0.  0.  0.],0.93335938116
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  1. ...,  0.  0.  0.],0.895816374983
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.981620669291
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  6.  1. ...,  0.  0.  0.],0.976999835815
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.896106634023
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.953719324367
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.954034806406
[ 0.  0.  0. ...,  0.  0.  0.],[ 2.  1.  0. ...,  0.  0.  0.],0.900430145344
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.899737232377
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  1. ...,  0.  0.  0.],0.969189740763
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  1. ...,  0.  0.  0.],0.97291765716
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.930447038364
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  2. ...,  0.  0.  0.],0.913269571809
[ 0.  0.  0. ...,  0.  0.  0.],[  3.  10.   1. ...,   0.   0.   0.],0.98118710869
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  1.  1. ...,  0.  0.  0.],0.969920630005
[ 0.  0.  0. ...,  0.  0.  0.],[ 2.  3.  0. ...,  0.  0.  0.],0.904150407639
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.907807804751
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.925001734315
[ 0.  0.  0. ...,  0.  0.  0.],[ 2.  0.  1. ...,  0.  0.  0.],0.92837695553
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.993301326524
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.948776678671
[ 0.  0.  0. ...,  0.  0.  0.],[ 3.  5.  0. ...,  0.  0.  0.],0.812399433445
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.912684910482
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.929417047887
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  3.  0. ...,  0.  0.  0.],0.899769580822
[ 0.  0.  0. ...,  0.  0.  0.],[ 3.  4.  0. ...,  0.  0.  0.],0.931328616887
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.976890454396
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.984476989486
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.885256199574
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  1. ...,  0.  0.  0.],0.920702146687
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.931822125879
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.958387256517
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  4.  0. ...,  0.  0.  0.],0.96924379648
[ 0.  0.  0. ...,  0.  0.  0.],[ 2.  0.  1. ...,  0.  0.  0.],0.919048627683
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.928189994679
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.954058381501
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.966622684021
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],nan
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  2.  0. ...,  0.  0.  0.],0.943229287809
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  4.  1. ...,  0.  0.  0.],0.968659919319
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.911929872956
[ 0.  0.  0. ...,  0.  0.  0.],[ 2.  0.  2. ...,  0.  0.  0.],0.953859686192
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  1. ...,  0.  0.  0.],0.983248929108
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.954486884644
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],nan
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.883321908044
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.930081855387
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.915963281939
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  2.  1. ...,  0.  0.  0.],0.976278014537
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.899016243435
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  0.  0. ...,  0.  0.  0.],0.880421765952
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  1.  0. ...,  0.  0.  0.],0.899356139295
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  1.  0. ...,  0.  0.  0.],0.909842794687
[ 0.  0.  0. ...,  0.  0.  0.],[ 0.  2.  0. ...,  0.  0.  0.],0.896513263239
[ 0.  0.  0. ...,  0.  0.  0.],[ 1.  0.  0. ...,  1.  1.  1.],0.981361051455
[ 0.  1.  1. ...,  0.  0.  0.],[ 6.  3.  1. ...,  0.  0.  0.],0.961582834449
[ 0.  1.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.895816374983
[ 0.  1.  1. ...,  0.  0.  0.],[ 0.  0.  0. ...,  0.  0.  0.],0.956294112558
[ 0.  1.  1. ...,  0.  0.  0.],[ 1.  6.  1. ...,  0.  0.  0.],0.949985527729
